,volatile acidity,residual sugar,density,quality
3090,0.17,2.6,0.99146,6
3091,0.28,11.2,0.99592,6
3092,0.27,3.2,0.99129,6
3093,0.25,2.3,0.99064,7
3094,0.24,4.9,0.9936799999999999,6
3095,0.24,4.9,0.9936799999999999,6
3096,0.13,1.4,0.99121,7
3097,0.78,1.5,0.9910399999999999,5
3098,0.33,6.7,0.99221,7
3099,0.34,2.1,0.98924,7
3100,0.14,4.3,0.9917600000000001,7
3101,0.26,10.9,0.9943200000000001,6
3102,0.29,7.0,0.99366,6
3103,0.25,2.3,0.99064,7
3104,0.21,2.5,0.9917799999999999,5
3105,0.26,2.6,0.99126,6
3106,0.27,3.2,0.99129,6
3107,0.25,2.5,0.9925200000000001,6
3108,0.35,14.7,0.9970899999999999,5
3109,0.3,4.5,0.99513,4
3110,0.24,2.2,0.99045,6
3111,0.23,1.9,0.99,7
3112,0.23,1.6,0.99305,5
3113,0.24,17.3,0.9988799999999999,6
3114,0.17,4.2,0.99182,6
3115,0.17,4.2,0.99182,6
3116,0.21,2.5,0.9913,7
3117,0.23,1.9,0.99,7
3118,0.28,1.4,0.98836,7
3119,0.19,0.8,0.9897,5
3120,0.25,8.0,0.9958600000000001,6
3121,0.23,1.6,0.99305,5
3122,0.18,1.7,0.98892,6
3123,0.18,5.5,0.99156,5
3124,0.24,17.3,0.9988799999999999,6
3125,0.23,8.6,0.99534,5
3126,0.17,6.9,0.9932200000000001,7
3127,0.3,2.1,0.9929600000000001,5
3128,0.24,2.2,0.99098,6
3129,0.21,1.5,0.98972,6
3130,0.33,2.5,0.98964,6
3131,0.35,17.6,0.99918,5
3132,0.17,4.2,0.99182,6
3133,0.25,2.9,0.99008,6
3134,0.16,4.8,0.992,6
3135,0.39,11.9,0.99851,6
3136,0.19,0.9,0.99026,5
3137,0.25,1.3,0.9906,6
3138,0.22,6.4,0.99293,6
3139,0.19,4.3,0.9965799999999999,6
3140,0.39,11.9,0.99851,6
3141,0.33,8.1,0.9911,7
3142,0.17,1.3,0.9904,6
3143,0.19,0.9,0.99026,5
3144,0.23,17.2,0.99946,6
3145,0.23,17.2,0.99946,6
3146,0.23,17.2,0.99946,6
3147,0.32,8.7,0.9956799999999999,6
3148,0.23,17.2,0.99946,6
3149,0.32,8.7,0.9956799999999999,6
3150,0.39,7.5,0.9907,6
3151,0.23,17.2,0.99946,6
3152,0.25,4.6,0.99018,6
3153,0.29,3.7,0.9899399999999999,6
3154,0.4,2.2,0.99075,6
3155,0.39,7.4,0.9921200000000001,7
3156,0.17,15.1,0.99684,5
3157,0.39,7.4,0.9921200000000001,7
3158,0.36,4.8,0.99036,7
3159,0.19,7.9,0.99456,6
3160,0.34,1.0,0.98865,6
3161,0.17,15.1,0.99684,5
3162,0.39,7.4,0.9921200000000001,7
3163,0.36,4.8,0.99036,7
3164,0.3,4.6,0.9922200000000001,6
3165,0.68,1.4,0.9902200000000001,6
3166,0.34,6.2,0.9907600000000001,6
3167,0.28,6.1,0.99144,7
3168,0.19,5.1,0.98961,6
3169,0.16,6.3,0.9936,6
3170,0.17,0.9,0.99126,6
3171,0.2,2.3,0.99044,6
3172,0.33,6.6,0.9912299999999999,8
3173,0.33,7.5,0.9912299999999999,8
3174,0.36,8.6,0.9916,8
3175,0.21,11.9,0.9959,6
3176,0.2,2.3,0.99044,6
3177,0.41,7.1,0.9931,5
3178,0.15,4.3,0.9942200000000001,6
3179,0.2,1.1,0.9919399999999999,4
3180,0.24,1.0,0.98926,6
3181,0.16,7.9,0.99306,6
3182,0.12,1.0,0.99164,5
3183,0.24,1.0,0.98926,6
3184,0.1,1.0,0.98988,7
3185,0.21,7.3,0.9926799999999999,6
3186,0.3,1.7,0.9937299999999999,4
3187,0.18,1.3,0.98939,7
3188,0.17,6.4,0.99318,8
3189,0.19,1.8,0.9919600000000001,5
3190,0.28,1.5,0.9895200000000001,7
3191,0.24,3.8,0.9911,6
3192,0.16,7.9,0.99306,6
3193,0.12,1.0,0.99164,5
3194,0.16,1.2,0.99111,5
3195,0.21,5.3,0.99321,6
3196,0.22,9.1,0.99326,7
3197,0.34,6.5,0.99124,6
3198,0.22,9.1,0.99326,7
3199,0.21,6.3,0.9921399999999999,7
3200,0.31,5.1,0.9897,7
3201,0.34,6.5,0.99124,6
3202,0.42,2.4,0.98915,7
3203,0.22,9.1,0.99326,7
3204,0.28,7.5,0.99692,5
3205,0.45,5.0,0.991,7
3206,0.29,6.75,0.9913,7
3207,0.21,1.2,0.99234,6
3208,0.25,1.6,0.9940200000000001,5
3209,0.21,16.05,0.9967799999999999,5
3210,0.33,5.0,0.9945799999999999,5
3211,0.3,12.4,0.9945200000000001,6
3212,0.24,0.95,0.9903299999999999,5
3213,0.18,4.6,0.9927,6
3214,0.335,1.7,0.9900200000000001,6
3215,0.14,1.0,0.9905700000000001,6
3216,0.13,1.3,0.9912700000000001,5
3217,0.33,5.0,0.9945799999999999,5
3218,0.29,2.5,0.9927,4
3219,0.35,2.6,0.9893799999999999,7
3220,0.38,2.1,0.9900100000000001,5
3221,0.24,12.75,0.9938600000000001,6
3222,0.16,1.1,0.9899,6
3223,0.3,12.4,0.9945200000000001,6
3224,0.15,3.7,0.9913,6
3225,0.33,2.65,0.98916,7
3226,0.2,2.5,0.9927600000000001,6
3227,0.27,8.2,0.9958600000000001,6
3228,0.27,7.3,0.99556,6
3229,0.2,1.1,0.9915799999999999,7
3230,0.13,6.6,0.9954799999999999,6
3231,0.21,7.0,0.99206,6
3232,0.31,14.5,0.9941200000000001,5
3233,0.2,11.8,0.99364,6
3234,0.25,3.0,0.9933799999999999,6
3235,0.15,3.7,0.9913,6
3236,0.22,6.0,0.9912299999999999,6
3237,0.23,4.6,0.99216,7
3238,0.27,2.5,0.9932799999999999,5
3239,0.34,3.3,0.99031,7
3240,0.16,1.0,0.9908,6
3241,0.3,1.1,0.9887100000000001,7
3242,0.29,1.4,0.99119,6
3243,0.34,3.3,0.99031,7
3244,0.21,8.55,0.99146,7
3245,0.27,2.5,0.9932799999999999,5
3246,0.22,6.7,0.99245,6
3247,0.27,3.8,0.99116,6
3248,0.25,4.5,0.9921,7
3249,0.23,4.6,0.99216,7
3250,0.13,4.2,0.9916200000000001,6
3251,0.24,11.3,0.9963200000000001,6
3252,0.26,5.5,0.99082,8
3253,0.3,4.2,0.9905,8
3254,0.38,2.2,0.99177,5
3255,0.19,14.5,0.9986,6
3256,0.19,14.5,0.9986,6
3257,0.19,14.5,0.9986,6
3258,0.19,14.5,0.9986,6
3259,0.19,14.5,0.9986,6
3260,0.19,14.5,0.9986,6
3261,0.32,1.5,0.9892299999999999,5
3262,0.19,18.75,1.00014,7
3263,0.26,3.6,0.99026,8
3264,0.24,1.4,0.9935799999999999,6
3265,0.215,5.1,0.9968799999999999,3
3266,0.24,10.5,0.9940700000000001,6
3267,0.23,2.0,0.99226,6
3268,0.33,2.6,0.99097,6
3269,0.38,9.2,0.9976,5
3270,0.15,1.8,0.99166,5
3271,0.32,5.7,0.9918399999999999,7
3272,0.22,2.4,0.99135,7
3273,0.23,1.9,0.99074,7
3274,0.22,1.4,0.99193,5
3275,0.48,0.9,0.99226,4
3276,0.23,4.6,0.9914200000000001,8
3277,0.16,1.4,0.9909100000000001,7
3278,0.38,9.2,0.9976,5
3279,0.16,1.4,0.99134,6
3280,0.15,1.8,0.99166,5
3281,0.32,2.3,0.98964,6
3282,0.12,2.3,0.99229,7
3283,0.2,4.4,0.9939600000000001,6
3284,0.34,6.4,0.9914799999999999,6
3285,0.21,2.9,0.9913,7
3286,0.23,2.8,0.99126,7
3287,0.21,2.9,0.9913,7
3288,0.2,4.4,0.9939600000000001,6
3289,0.28,8.2,0.9956200000000001,5
3290,0.25,1.0,0.9912799999999999,5
3291,0.12,2.9,0.9889600000000001,8
3292,0.28,7.0,0.9955799999999999,5
3293,0.17,1.8,0.98961,7
3294,0.25,1.5,0.9933799999999999,6
3295,0.28,7.0,0.9955799999999999,5
3296,0.28,8.2,0.9956200000000001,5
3297,0.25,7.6,0.99572,5
3298,0.24,2.3,0.99056,6
3299,0.32,8.7,0.99146,7
3300,0.25,1.0,0.9912799999999999,5
3301,0.12,2.9,0.9889600000000001,8
3302,0.24,6.7,0.99172,6
3303,0.22,5.0,0.9901200000000001,7
3304,0.32,1.9,0.9891200000000001,7
3305,0.19,2.0,0.9890200000000001,7
3306,0.32,1.9,0.9891200000000001,7
3307,0.24,8.5,0.99395,3
3308,0.35,12.6,0.99539,6
3309,0.46,5.2,0.99129,7
3310,0.3,2.1,0.98956,7
3311,0.19,1.1,0.9916,7
3312,0.24,1.3,0.9888899999999999,7
3313,0.145,1.1,0.9901200000000001,7
3314,0.435,9.2,0.9983299999999999,6
3315,0.18,1.2,0.9885299999999999,7
3316,0.18,1.1,0.9894200000000001,6
3317,0.32,8.3,0.99266,6
3318,0.16,1.8,0.98962,7
3319,0.21,1.4,0.9916799999999999,5
3320,0.29,15.7,0.9968,5
3321,0.26,4.35,0.98934,6
3322,0.26,1.8,0.98995,7
3323,0.17,1.6,0.991,6
3324,0.17,2.0,0.9915200000000001,6
3325,0.25,5.0,0.9904799999999999,7
3326,0.17,1.8,0.9920399999999999,5
3327,0.17,1.3,0.9920200000000001,7
3328,0.24,1.0,0.9906,5
3329,0.21,1.4,0.9909100000000001,6
3330,0.23,8.1,0.99472,6
3331,0.23,8.6,0.9945200000000001,6
3332,0.22,3.7,0.99177,7
3333,0.165,5.7,0.9934,6
3334,0.425,2.35,0.99082,6
3335,0.38,13.65,0.99784,6
3336,0.38,13.65,0.99784,6
3337,0.38,13.65,0.99784,6
3338,0.27,15.2,0.99665,6
3339,0.17,4.6,0.9942200000000001,6
3340,0.3,1.2,0.9899899999999999,6
3341,0.17,4.6,0.9942200000000001,6
3342,0.26,6.65,0.99254,5
3343,0.36,13.55,0.99782,7
3344,0.38,13.65,0.99784,6
3345,0.18,9.8,0.9952,6
3346,0.18,10.3,0.99519,6
3347,0.16,6.7,0.99384,6
3348,0.27,15.2,0.99665,6
3349,0.17,9.9,0.9959600000000001,6
3350,0.22,7.2,0.9935,6
3351,0.22,1.1,0.98862,6
3352,0.36,8.3,0.99151,6
3353,0.43,11.25,0.9922,6
3354,0.2,12.8,0.99426,7
3355,0.32,9.65,0.9916799999999999,6
3356,0.2,12.6,0.99556,6
3357,0.22,12.2,0.99356,7
3358,0.36,8.3,0.99151,6
3359,0.43,11.25,0.9922,6
3360,0.18,1.3,0.99072,7
3361,0.17,9.9,0.9959600000000001,6
3362,0.22,7.2,0.9935,6
3363,0.22,1.1,0.98862,6
3364,0.2,1.1,0.98954,6
3365,0.2,4.8,0.9907600000000001,7
3366,0.3,1.1,0.9889,6
3367,0.29,1.4,0.9879399999999999,6
3368,0.18,1.7,0.9920700000000001,6
3369,0.22,10.6,0.99355,7
3370,0.29,1.4,0.9879399999999999,6
3371,0.3,1.1,0.9889,6
3372,0.15,5.55,0.99336,6
3373,0.28,2.1,0.98882,7
3374,0.19,1.7,0.99341,5
3375,0.22,9.0,0.997,6
3376,0.18,1.7,0.9920700000000001,6
3377,0.4,1.8,0.99174,6
3378,0.28,4.7,0.9904200000000001,8
3379,0.36,11.3,0.9984,5
3380,0.28,3.6,0.99111,7
3381,0.19,6.9,0.9933,7
3382,0.28,3.6,0.99111,7
3383,0.22,4.9,0.99316,6
3384,0.23,6.95,0.9946,6
3385,0.32,1.9,0.99,6
3386,0.28,4.7,0.9904200000000001,8
3387,0.36,11.3,0.9984,5
3388,0.39,1.8,0.99016,6
3389,0.24,11.3,0.9938100000000001,7
3390,0.29,8.2,0.99144,6
3391,0.28,8.3,0.99139,8
3392,0.38,9.55,0.9919,6
3393,0.28,8.4,0.99192,6
3394,0.25,7.8,0.9957600000000001,5
3395,0.26,7.8,0.9958,5
3396,0.29,10.2,0.9951,6
3397,0.19,5.5,0.9930399999999999,6
3398,0.33,7.8,0.9965700000000001,5
3399,0.32,7.4,0.9926799999999999,6
3400,0.46,3.3,0.99392,6
3401,0.19,5.0,0.9924200000000001,5
3402,0.46,3.3,0.99392,6
3403,0.27,5.0,0.9925,5
3404,0.18,1.3,0.99092,6
3405,0.15,1.2,0.9913700000000001,6
3406,0.32,7.4,0.9926799999999999,6
3407,0.33,7.8,0.9965700000000001,5
3408,0.32,9.9,0.9964200000000001,6
3409,0.23,0.7,0.9916,3
3410,0.3,4.6,0.9945799999999999,7
3411,0.14,5.6,0.9937299999999999,6
3412,0.24,9.5,0.9958600000000001,6
3413,0.21,14.8,0.9994200000000001,6
3414,0.3,4.6,0.9945799999999999,7
3415,0.3,2.1,0.9895,7
3416,0.37,11.6,0.9963,6
3417,0.64,1.2,0.9892,4
3418,0.37,11.6,0.9963,6
3419,0.3,2.1,0.9895,7
3420,0.28,20.15,1.00196,5
3421,0.29,4.7,0.99036,8
3422,0.28,4.3,0.9890000000000001,8
3423,0.18,14.5,0.9994700000000001,5
3424,0.32,4.9,0.9916,6
3425,0.17,14.55,0.99945,6
3426,0.17,14.55,0.99945,6
3427,0.24,10.05,0.99375,6
3428,0.32,4.9,0.9916,6
3429,0.18,14.5,0.9994700000000001,5
3430,0.17,14.55,0.99945,6
3431,0.18,15.25,0.99946,6
3432,0.29,3.15,0.9915299999999999,5
3433,0.255,1.3,0.98834,7
3434,0.34,5.2,0.9913799999999999,6
3435,0.24,1.1,0.9892799999999999,6
3436,0.24,7.1,0.99246,6
3437,0.4,8.8,0.9957600000000001,5
3438,0.3,18.5,0.99956,5
3439,0.4,8.8,0.9957600000000001,5
3440,0.17,1.4,0.99026,5
3441,0.25,1.2,0.99174,5
3442,0.27,5.0,0.9905799999999999,7
3443,0.16,1.6,0.9905,6
3444,0.3,18.75,0.99956,5
3445,0.15,6.0,0.99192,8
3446,0.34,9.4,0.99554,6
3447,0.17,9.7,0.99536,6
3448,0.47,4.75,0.99056,7
3449,0.15,6.0,0.99192,8
3450,0.21,5.35,0.9911200000000001,7
3451,0.21,5.35,0.9911200000000001,7
3452,0.24,6.8,0.99616,5
3453,0.34,6.9,0.99266,6
3454,0.54,1.4,0.98918,5
3455,0.23,0.9,0.98926,6
3456,0.39,1.2,0.9911399999999999,5
3457,0.105,1.3,0.9912,7
3458,0.32,2.6,0.98936,7
3459,0.22,12.0,0.9983,6
3460,0.19,9.85,0.9953200000000001,6
3461,0.24,3.85,0.9918899999999999,8
3462,0.17,2.0,0.99,6
3463,0.3,1.6,0.9891399999999999,7
3464,0.29,7.8,0.9953700000000001,5
3465,0.19,1.9,0.99,6
3466,0.17,2.0,0.99,6
3467,0.24,10.3,0.9974200000000001,5
3468,0.16,1.1,0.9888399999999999,8
3469,0.22,12.0,0.9983,6
3470,0.24,3.85,0.9918899999999999,8
3471,0.19,9.85,0.9953200000000001,6
3472,0.16,2.0,0.99284,6
3473,0.3,4.0,0.99026,8
3474,0.22,1.1,0.99297,6
3475,0.36,10.4,0.99711,6
3476,0.37,6.1,0.98934,8
3477,0.31,1.8,0.9913,7
3478,0.36,10.4,0.99711,6
3479,0.32,4.7,0.98964,7
3480,0.3,4.0,0.99026,8
3481,0.22,1.1,0.992,5
3482,0.45,6.4,0.98944,8
3483,0.36,8.15,0.99031,7
3484,0.37,6.1,0.98934,8
3485,0.21,4.8,0.99393,7
3486,0.28,1.2,0.9904,6
3487,0.22,1.1,0.99297,6
3488,0.2,1.4,0.9908799999999999,6
3489,0.28,7.4,0.99254,8
3490,0.31,1.8,0.9913,7
3491,0.2,1.0,0.9915799999999999,6
3492,0.28,15.5,0.99408,7
3493,0.28,15.5,0.99408,7
3494,0.24,8.4,0.9947299999999999,6
3495,0.22,2.4,0.98998,7
3496,0.24,3.95,0.99146,7
3497,0.43,19.95,0.9974200000000001,6
3498,0.3,2.0,0.9927299999999999,6
3499,0.33,3.0,0.9892200000000001,7
3500,0.28,15.5,0.99408,7
3501,0.24,8.4,0.9947299999999999,6
3502,0.29,14.3,0.99869,5
3503,0.33,4.2,0.9896,7
3504,0.16,1.4,0.99108,7
3505,0.2,3.0,0.99134,7
3506,0.33,4.9,0.99385,6
3507,0.36,2.4,0.98936,7
3508,0.29,14.3,0.99869,5
3509,0.26,10.7,0.9960600000000001,6
3510,0.22,11.0,0.99508,6
3511,0.19,1.4,0.9903799999999999,7
3512,0.21,1.2,0.9915799999999999,6
3513,0.35,12.9,0.9932,6
3514,0.38,10.8,0.99164,6
3515,0.19,1.3,0.98987,7
3516,0.33,2.0,0.9894700000000001,7
3517,0.29,1.8,0.98819,7
3518,0.2,1.2,0.9913299999999999,5
3519,0.33,7.5,0.9914299999999999,7
3520,0.23,9.7,0.99571,5
3521,0.23,3.8,0.99139,7
3522,0.32,7.2,0.9953700000000001,5
3523,0.23,9.7,0.99571,5
3524,0.36,6.3,0.9918600000000001,6
3525,0.36,6.3,0.9918600000000001,6
3526,0.27,0.8,0.9898399999999999,6
3527,0.23,8.6,0.9963,6
3528,0.75,6.3,0.9931200000000001,4
3529,0.35,3.1,0.9897,7
3530,0.31,7.2,0.9955,5
3531,0.28,7.1,0.9952799999999999,5
3532,0.23,6.4,0.99279,6
3533,0.22,14.7,0.9970399999999999,6
3534,0.31,7.2,0.9955,5
3535,0.28,7.1,0.9952799999999999,5
3536,0.24,1.9,0.9914,6
3537,0.27,1.2,0.99224,5
3538,0.28,4.8,0.99074,7
3539,0.27,1.2,0.98892,6
3540,0.28,3.4,0.98959,6
3541,0.26,4.3,0.9921200000000001,6
3542,0.23,8.5,0.9957600000000001,6
3543,0.33,1.8,0.9919,6
3544,0.33,1.8,0.9919,6
3545,0.2,19.5,1.00037,6
3546,0.23,8.5,0.9957600000000001,6
3547,0.2,19.9,1.00037,6
3548,0.47,8.3,0.992,6
3549,0.33,1.8,0.9919,6
3550,0.14,1.1,0.99218,6
3551,0.22,16.65,0.99855,6
3552,0.22,16.65,0.99855,6
3553,0.22,16.65,0.99855,6
3554,0.2,0.9,0.9906200000000001,6
3555,0.14,6.1,0.9936200000000001,6
3556,0.21,10.2,0.99324,7
3557,0.2,0.9,0.9906200000000001,6
3558,0.22,16.65,0.99855,6
3559,0.34,3.85,0.99098,4
3560,0.64,4.4,0.99036,6
3561,0.48,4.5,0.99398,5
3562,0.37,3.2,0.9903,6
3563,0.48,4.5,0.99398,5
3564,0.64,4.4,0.99036,6
3565,0.25,9.7,0.99406,6
3566,0.38,4.2,0.9906,6
3567,0.26,4.2,0.9908899999999999,6
3568,0.15,1.1,0.9909600000000001,7
3569,0.25,9.7,0.99406,6
3570,0.26,4.2,0.9908899999999999,6
3571,0.655,5.6,0.9936,4
3572,0.38,4.2,0.9906,6
3573,0.31,1.6,0.9911,6
3574,0.17,1.6,0.9939600000000001,6
3575,0.18,1.1,0.9908899999999999,7
3576,0.28,14.6,0.9968,5
3577,0.23,2.6,0.9913799999999999,7
3578,0.22,1.2,0.99098,4
3579,0.25,7.25,0.9923799999999999,7
3580,0.3,6.55,0.99244,5
3581,0.26,7.0,0.9917600000000001,7
3582,0.32,1.5,0.98993,6
3583,0.24,1.4,0.9929,6
3584,0.25,7.25,0.9923799999999999,7
3585,0.24,1.0,0.98988,7
3586,0.28,4.2,0.992,7
3587,0.19,17.5,0.99784,6
3588,0.19,17.5,0.99784,6
3589,0.19,17.5,0.99784,6
3590,0.19,1.5,0.99006,7
3591,0.28,1.3,0.99211,5
3592,0.28,3.9,0.9920200000000001,7
3593,0.28,4.2,0.992,7
3594,0.19,7.6,0.9933200000000001,7
3595,0.16,1.0,0.9895799999999999,7
3596,0.17,1.1,0.98939,7
3597,0.19,11.8,0.99492,6
3598,0.2,1.4,0.9904299999999999,7
3599,0.39,9.7,0.99787,6
3600,0.12,12.9,0.99654,6
3601,0.295,1.6,0.9930399999999999,7
3602,0.26,7.2,0.9952,6
3603,0.32,7.1,0.99165,7
3604,0.36,1.9,0.9892,6
3605,0.35,8.8,0.9962799999999999,5
3606,0.38,7.2,0.9960399999999999,5
3607,0.14,1.4,0.99164,6
3608,0.16,14.3,0.998,6
3609,0.16,14.3,0.998,6
3610,0.35,8.8,0.9962799999999999,5
3611,0.14,1.4,0.99164,6
3612,0.16,1.8,0.99226,6
3613,0.16,14.3,0.998,6
3614,0.38,7.2,0.9960399999999999,5
3615,0.24,1.2,0.9891399999999999,6
3616,0.32,11.8,0.9979399999999999,5
3617,0.29,0.9,0.9904799999999999,5
3618,0.27,12.6,0.99726,7
3619,0.45,26.05,1.00295,6
3620,0.2,4.7,0.9927799999999999,7
3621,0.27,12.6,0.99726,7
3622,0.24,1.2,0.9891399999999999,6
3623,0.45,26.05,1.00295,6
3624,0.36,6.1,0.99054,7
3625,0.32,11.8,0.9979399999999999,5
3626,0.29,0.9,0.9904799999999999,5
3627,0.37,5.6,0.99459,5
3628,0.38,5.3,0.99459,6
3629,0.36,5.7,0.9946,6
3630,0.3,8.0,0.9936200000000001,6
3631,0.3,8.0,0.9936200000000001,6
3632,0.21,17.6,0.99966,6
3633,0.3,8.0,0.9936200000000001,6
3634,0.31,8.8,0.9944200000000001,7
3635,0.58,1.5,0.98918,6
3636,0.26,1.4,0.9908899999999999,7
3637,0.3,4.8,0.99474,7
3638,0.29,2.4,0.99008,7
3639,0.13,3.7,0.9934799999999999,6
3640,0.19,4.9,0.9928299999999999,6
3641,0.25,5.7,0.99398,6
3642,0.25,5.7,0.99398,6
3643,0.19,4.9,0.9928299999999999,6
3644,0.24,2.0,0.9908,7
3645,0.18,5.1,0.99165,6
3646,0.33,4.5,0.9907600000000001,7
3647,0.29,3.2,0.9894200000000001,7
3648,0.31,6.65,0.99244,5
3649,0.29,1.6,0.9905799999999999,6
3650,0.19,4.0,0.99255,4
3651,0.32,17.75,0.99916,6
3652,0.085,1.4,0.99306,6
3653,0.32,17.75,0.99916,6
3654,0.18,7.2,0.99498,6
3655,0.52,5.7,0.99,7
3656,0.28,8.5,0.9933799999999999,7
3657,0.15,11.4,0.99456,8
3658,0.275,5.4,0.9926,7
3659,0.53,2.7,0.98856,8
3660,0.32,4.3,0.98946,8
3661,0.22,1.2,0.99346,6
3662,0.6,1.8,0.9926799999999999,4
3663,0.26,1.3,0.98944,6
3664,0.29,5.7,0.9897600000000001,8
3665,0.53,2.7,0.98856,8
3666,0.21,11.7,0.99523,7
3667,0.32,4.3,0.98946,8
3668,0.27,11.0,0.9940200000000001,5
3669,0.37,1.6,0.98916,7
3670,0.21,11.6,0.99655,6
3671,0.3,6.2,0.9907100000000001,7
3672,0.41,1.8,0.9888899999999999,8
3673,0.3,1.2,0.9874200000000001,7
3674,0.34,1.0,0.99336,5
3675,0.25,2.4,0.992,6
3676,0.3,1.2,0.9874200000000001,7
3677,0.58,8.2,0.99275,6
3678,0.23,18.8,1.00044,5
3679,0.2,9.6,0.99444,7
3680,0.15,12.9,0.9974200000000001,6
3681,0.22,9.2,0.9922799999999999,8
3682,0.16,1.2,0.9905799999999999,7
3683,0.15,12.9,0.9974200000000001,6
3684,0.31,8.0,0.99164,7
3685,0.15,12.9,0.9974200000000001,6
3686,0.3,1.6,0.9943799999999999,5
3687,0.16,12.0,0.9940200000000001,5
3688,0.21,2.5,0.9912799999999999,6
3689,0.22,9.2,0.9922799999999999,8
3690,0.21,4.4,0.991,7
3691,0.22,8.8,0.9931,6
3692,0.2,9.6,0.99444,7
3693,0.31,8.0,0.99164,7
3694,0.23,18.8,1.00044,5
3695,0.15,1.3,0.9911200000000001,6
3696,0.16,1.2,0.9905799999999999,7
3697,0.15,12.9,0.9974200000000001,6
3698,0.22,1.2,0.98961,6
3699,0.3,1.6,0.9943799999999999,5
3700,0.3,1.5,0.99344,5
3701,0.26,18.15,0.9990399999999999,5
3702,0.24,13.1,0.99884,6
3703,0.24,13.1,0.99884,6
3704,0.24,13.1,0.99884,6
3705,0.24,13.1,0.99884,6
3706,0.15,1.0,0.98949,6
3707,0.34,1.6,0.9901399999999999,6
3708,0.35,11.8,0.9978600000000001,5
3709,0.31,1.4,0.99206,5
3710,0.67,1.0,0.9872200000000001,5
3711,0.24,13.1,0.99884,6
3712,0.2,10.6,0.99666,5
3713,0.28,10.4,0.99754,5
3714,0.18,1.1,0.99272,4
3715,0.35,7.4,0.9971200000000001,6
3716,0.22,1.2,0.9910399999999999,5
3717,0.18,3.4,0.9937299999999999,6
3718,0.26,18.15,0.9990399999999999,5
3719,0.3,8.0,0.9956,5
3720,0.34,2.5,0.99095,7
3721,0.3,2.0,0.99382,5
3722,0.31,2.0,0.99382,5
3723,0.265,6.9,0.9929899999999999,7
3724,0.255,1.2,0.9904799999999999,6
3725,0.26,9.4,0.99254,6
3726,0.17,2.9,0.9902,7
3727,0.265,6.9,0.9929899999999999,7
3728,0.2,5.4,0.9901200000000001,7
3729,0.28,1.3,0.99293,5
3730,0.22,20.8,1.00022,6
3731,0.34,10.3,0.99382,6
3732,0.28,1.3,0.99293,5
3733,0.19,1.6,0.98954,6
3734,0.21,13.1,0.99936,5
3735,0.22,1.8,0.9884,6
3736,0.32,8.0,0.99144,4
3737,0.21,1.6,0.99324,5
3738,0.26,1.4,0.99174,6
3739,0.15,14.7,0.99792,7
3740,0.15,14.7,0.99792,7
3741,0.15,14.7,0.99792,7
3742,0.15,14.7,0.99792,7
3743,0.15,14.7,0.99792,7
3744,0.15,14.7,0.99792,7
3745,0.15,14.7,0.99792,7
3746,0.27,1.8,0.9904299999999999,5
3747,0.22,10.6,0.99654,6
3748,0.24,12.5,0.9975799999999999,5
3749,0.28,6.8,0.99374,6
3750,0.15,14.7,0.99792,7
3751,0.17,2.9,0.9924299999999999,5
3752,0.26,1.4,0.99216,5
3753,0.27,1.4,0.99215,5
3754,0.46,2.1,0.9895299999999999,8
3755,0.19,7.4,0.9927799999999999,6
3756,0.17,2.9,0.9924299999999999,5
3757,0.26,1.4,0.99216,5
3758,0.27,1.4,0.99215,5
3759,0.19,7.4,0.9927799999999999,6
3760,0.2,5.0,0.9918600000000001,6
3761,0.17,2.5,0.99072,7
3762,0.2,6.1,0.99244,5
3763,0.39,2.7,0.9908399999999999,5
3764,0.46,2.1,0.9895299999999999,8
3765,0.4,12.9,0.99754,5
3766,0.4,12.9,0.99754,5
3767,0.4,12.9,0.99754,5
3768,0.24,13.7,0.99567,6
3769,0.4,12.9,0.99754,5
3770,0.27,2.4,0.9909399999999999,4
3771,0.27,9.8,0.9953200000000001,6
3772,0.24,13.7,0.99567,6
3773,0.61,1.3,0.9874,5
3774,0.42,12.1,0.9979399999999999,5
3775,0.33,6.1,0.9912200000000001,6
3776,0.33,7.7,0.99226,5
3777,0.33,6.1,0.9912200000000001,6
3778,0.15,1.4,0.9909899999999999,7
3779,0.32,7.7,0.99134,7
3780,0.42,12.1,0.9979399999999999,5
3781,0.25,6.8,0.9933799999999999,6
3782,0.27,9.2,0.9938,6
3783,0.27,8.3,0.9955,5
3784,0.25,17.4,0.9977600000000001,6
3785,0.19,2.7,0.98964,7
3786,0.29,12.8,0.99808,5
3787,0.34,8.2,0.99551,5
3788,0.27,8.1,0.9954799999999999,5
3789,0.26,8.2,0.99541,6
3790,0.27,8.3,0.9955,5
3791,0.26,8.0,0.99536,5
3792,0.25,11.8,0.99524,6
3793,0.32,12.0,0.9961,6
3794,0.24,1.7,0.99224,5
3795,0.25,17.4,0.9977600000000001,6
3796,0.13,13.9,0.99702,6
3797,0.39,10.7,0.9965700000000001,5
3798,0.21,2.0,0.9917600000000001,5
3799,0.3,2.2,0.99166,5
3800,0.2,1.3,0.9924200000000001,5
3801,0.18,1.1,0.9910899999999999,6
3802,0.21,2.0,0.9917600000000001,5
3803,0.17,6.4,0.9927799999999999,6
3804,0.2,1.3,0.9924200000000001,5
3805,0.18,1.1,0.9910899999999999,6
3806,0.39,10.7,0.9965700000000001,5
3807,0.21,6.4,0.9935799999999999,5
